season,team,match_number,date,opponent,venue,goals_for,goals_against,result,points,cumulative_points,goal_difference,goals_for_total,goals_against_total,match_id,source_url,downloaded_at
2022-23,Liverpool,13,2022-11-06,Tottenham,A,2,1,W,3,19,9,25,16,136,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,14,2022-11-12,Southampton,H,3,1,W,3,22,11,28,17,139,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,15,2022-12-26,Aston Villa,A,3,1,W,3,25,13,31,18,152,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,16,2022-12-30,Leicester,H,2,1,W,3,28,14,33,19,158,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,17,2023-01-02,Brentford,A,1,3,L,0,28,12,34,22,167,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,18,2023-01-14,Brighton,A,0,3,L,0,28,9,34,25,180,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,19,2023-01-21,Chelsea,H,0,0,D,1,29,9,34,25,190,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,20,2023-02-04,Wolves,A,0,3,L,0,29,6,34,28,206,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,21,2023-02-13,Everton,H,2,0,W,3,32,8,36,28,220,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,22,2023-02-18,Newcastle,A,2,0,W,3,35,10,38,28,229,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,23,2023-02-25,Crystal Palace,A,0,0,D,1,36,10,38,28,238,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,24,2023-03-01,Wolves,H,2,0,W,3,39,12,40,28,241,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,25,2023-03-05,Man United,H,7,0,W,3,42,19,47,28,250,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,26,2023-03-11,Bournemouth,A,0,1,L,0,42,18,47,29,252,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,27,2023-04-01,Man City,A,1,4,L,0,42,15,48,33,271,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,28,2023-04-04,Chelsea,A,0,0,D,1,43,15,48,33,284,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,29,2023-04-09,Arsenal,H,2,2,D,1,44,15,50,35,296,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,30,2023-04-17,Leeds,A,6,1,W,3,47,20,56,36,306,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,31,2023-04-22,Nott'm Forest,H,3,2,W,3,50,21,59,38,312,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,32,2023-04-26,West Ham,A,2,1,W,3,53,22,61,39,320,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,33,2023-04-30,Tottenham,H,4,3,W,3,56,23,65,42,332,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,34,2023-05-03,Fulham,H,1,0,W,3,59,24,66,42,335,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,35,2023-05-06,Brentford,H,1,0,W,3,62,25,67,42,342,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,36,2023-05-15,Leicester,A,3,0,W,3,65,28,70,42,357,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,37,2023-05-20,Aston Villa,H,1,1,D,1,66,28,71,43,362,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Liverpool,38,2023-05-28,Southampton,A,4,4,D,1,67,28,75,47,380,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,1,2022-08-07,West Ham,A,2,0,W,3,3,2,2,0,10,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,2,2022-08-13,Bournemouth,H,4,0,W,3,6,6,6,0,14,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,3,2022-08-21,Newcastle,A,3,3,D,1,7,6,9,3,29,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,4,2022-08-27,Crystal Palace,H,4,2,W,3,10,8,13,5,36,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,5,2022-08-31,Nott'm Forest,H,6,0,W,3,13,14,19,5,47,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,6,2022-09-03,Aston Villa,A,1,1,D,1,14,14,20,6,58,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,7,2022-09-17,Wolves,A,3,0,W,3,17,17,23,6,63,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,8,2022-10-02,Man United,H,6,3,W,3,20,20,29,9,75,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,9,2022-10-08,Southampton,H,4,0,W,3,23,24,33,9,80,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,10,2022-10-16,Liverpool,A,0,1,L,0,23,23,33,10,97,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,11,2022-10-22,Brighton,H,3,1,W,3,26,25,36,11,109,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,12,2022-10-29,Leicester,A,1,0,W,3,29,26,37,11,117,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,13,2022-11-05,Fulham,H,2,1,W,3,32,27,39,12,128,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,14,2022-11-12,Brentford,H,1,2,L,0,32,26,40,14,137,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,15,2022-12-28,Leeds,A,3,1,W,3,35,28,43,15,156,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,16,2022-12-31,Everton,H,1,1,D,1,36,28,44,16,162,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,17,2023-01-05,Chelsea,A,1,0,W,3,39,29,45,16,176,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,18,2023-01-14,Man United,A,1,2,L,0,39,28,46,18,179,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,19,2023-01-19,Tottenham,H,4,2,W,3,42,30,50,20,189,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,20,2023-01-22,Wolves,H,3,0,W,3,45,33,53,20,197,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,21,2023-02-05,Tottenham,A,0,1,L,0,45,32,53,21,209,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,22,2023-02-12,Aston Villa,H,3,1,W,3,48,34,56,22,219,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,23,2023-02-15,Arsenal,A,3,1,W,3,51,36,59,23,221,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,24,2023-02-18,Nott'm Forest,A,1,1,D,1,52,36,60,24,227,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,25,2023-02-25,Bournemouth,A,4,1,W,3,55,39,64,25,237,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,26,2023-03-04,Newcastle,H,2,0,W,3,58,41,66,25,242,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,27,2023-03-11,Crystal Palace,A,1,0,W,3,61,42,67,25,257,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,28,2023-04-01,Liverpool,H,4,1,W,3,64,45,71,26,271,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,29,2023-04-08,Southampton,A,4,1,W,3,67,48,75,27,294,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,30,2023-04-15,Leicester,H,3,1,W,3,70,50,78,28,303,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,31,2023-04-26,Arsenal,H,4,1,W,3,73,53,82,29,321,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,32,2023-04-30,Fulham,A,2,1,W,3,76,54,84,30,329,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,33,2023-05-03,West Ham,H,3,0,W,3,79,57,87,30,336,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,34,2023-05-06,Leeds,H,2,1,W,3,82,58,89,31,339,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,35,2023-05-14,Everton,A,3,0,W,3,85,61,92,31,355,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,36,2023-05-21,Chelsea,H,1,0,W,3,88,62,93,31,367,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,37,2023-05-24,Brighton,A,1,1,D,1,89,62,94,32,369,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man City,38,2023-05-28,Brentford,A,0,1,L,0,89,61,94,33,373,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,1,2022-08-07,Brighton,H,1,2,L,0,0,-1,1,2,9,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,2,2022-08-13,Brentford,A,0,4,L,0,0,-5,1,6,17,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,3,2022-08-22,Liverpool,H,2,1,W,3,3,-4,3,7,30,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,4,2022-08-27,Southampton,A,1,0,W,3,6,-3,4,7,31,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,5,2022-09-01,Leicester,A,1,0,W,3,9,-2,5,7,50,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,6,2022-09-04,Arsenal,H,3,1,W,3,12,0,8,8,60,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,7,2022-10-02,Man City,A,3,6,L,0,12,-3,11,14,75,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,8,2022-10-09,Everton,A,2,1,W,3,15,-2,13,15,86,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,9,2022-10-16,Newcastle,H,0,0,D,1,16,-2,13,15,95,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,10,2022-10-19,Tottenham,H,2,0,W,3,19,0,15,15,104,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,11,2022-10-22,Chelsea,A,1,1,D,1,20,0,16,16,110,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,12,2022-10-30,West Ham,H,1,0,W,3,23,1,17,16,126,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,13,2022-11-06,Aston Villa,A,1,3,L,0,23,-1,18,19,133,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,14,2022-11-13,Fulham,A,2,1,W,3,26,0,20,20,146,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,15,2022-12-27,Nott'm Forest,H,3,0,W,3,29,3,23,20,155,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,16,2022-12-31,Wolves,A,1,0,W,3,32,4,24,20,159,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,17,2023-01-03,Bournemouth,H,3,0,W,3,35,7,27,20,171,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,18,2023-01-14,Man City,H,2,1,W,3,38,8,29,21,179,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,19,2023-01-18,Crystal Palace,A,1,1,D,1,39,8,30,22,188,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,20,2023-01-22,Arsenal,A,2,3,L,0,39,7,32,25,198,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,21,2023-02-04,Crystal Palace,H,2,1,W,3,42,8,34,26,205,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,22,2023-02-08,Leeds,H,2,2,D,1,43,8,36,28,210,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,23,2023-02-12,Leeds,A,2,0,W,3,46,10,38,28,218,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,24,2023-02-19,Leicester,H,3,0,W,3,49,13,41,28,230,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,25,2023-03-05,Liverpool,A,0,7,L,0,49,6,41,35,250,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,26,2023-03-12,Southampton,H,0,0,D,1,50,6,41,35,259,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,27,2023-04-02,Newcastle,A,0,2,L,0,50,4,41,37,279,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,28,2023-04-05,Brentford,H,1,0,W,3,53,5,42,37,285,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,29,2023-04-08,Everton,H,2,0,W,3,56,7,44,37,287,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,30,2023-04-16,Nott'm Forest,A,2,0,W,3,59,9,46,37,305,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,31,2023-04-27,Tottenham,A,2,2,D,1,60,9,48,39,324,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,32,2023-04-30,Aston Villa,H,1,0,W,3,63,10,49,39,330,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,33,2023-05-04,Brighton,A,0,1,L,0,63,9,49,40,337,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,34,2023-05-07,West Ham,A,0,1,L,0,63,8,49,41,344,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,35,2023-05-13,Wolves,H,2,0,W,3,66,10,51,41,352,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,36,2023-05-20,Bournemouth,A,1,0,W,3,69,11,52,41,360,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,37,2023-05-25,Chelsea,H,4,1,W,3,72,14,56,42,370,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Man United,38,2023-05-28,Fulham,H,2,1,W,3,75,15,58,43,379,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,1,2022-08-06,Nott'm Forest,H,2,0,W,3,3,2,2,0,5,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,2,2022-08-13,Brighton,A,0,0,D,1,4,2,2,0,13,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,3,2022-08-21,Man City,H,3,3,D,1,5,2,5,3,29,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,4,2022-08-28,Wolves,A,1,1,D,1,6,2,6,4,39,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,5,2022-08-31,Liverpool,A,1,2,L,0,6,1,7,6,49,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,6,2022-09-03,Crystal Palace,H,0,0,D,1,7,1,7,6,54,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,7,2022-09-17,Bournemouth,H,1,1,D,1,8,1,8,7,64,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,8,2022-10-01,Fulham,A,4,1,W,3,11,4,12,8,71,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,9,2022-10-08,Brentford,H,5,1,W,3,14,8,17,9,81,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,10,2022-10-16,Man United,A,0,0,D,1,15,8,17,9,95,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,11,2022-10-19,Everton,H,1,0,W,3,18,9,18,9,103,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,12,2022-10-23,Tottenham,A,2,1,W,3,21,10,20,10,115,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,13,2022-10-29,Aston Villa,H,4,0,W,3,24,14,24,10,122,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,14,2022-11-06,Southampton,A,4,1,W,3,27,17,28,11,134,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,15,2022-11-12,Chelsea,H,1,0,W,3,30,18,29,11,143,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,16,2022-12-26,Leicester,A,3,0,W,3,33,21,32,11,150,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,17,2022-12-31,Leeds,H,0,0,D,1,34,21,32,11,163,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,18,2023-01-03,Arsenal,A,0,0,D,1,35,21,32,11,168,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,19,2023-01-15,Fulham,H,1,0,W,3,38,22,33,11,186,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,20,2023-01-21,Crystal Palace,A,0,0,D,1,39,22,33,11,195,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,21,2023-02-04,West Ham,H,1,1,D,1,40,22,34,12,207,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,22,2023-02-11,Bournemouth,A,1,1,D,1,41,22,35,13,217,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,23,2023-02-18,Liverpool,H,0,2,L,0,41,20,35,15,229,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,24,2023-03-04,Man City,A,0,2,L,0,41,18,35,17,242,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,25,2023-03-12,Wolves,H,2,1,W,3,44,19,37,18,261,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,26,2023-03-17,Nott'm Forest,A,2,1,W,3,47,20,39,19,264,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,27,2023-04-02,Man United,H,2,0,W,3,50,22,41,19,279,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,28,2023-04-05,West Ham,A,5,1,W,3,53,26,46,20,286,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,29,2023-04-08,Brentford,A,2,1,W,3,56,27,48,21,289,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,30,2023-04-15,Aston Villa,A,0,3,L,0,56,24,48,24,297,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,31,2023-04-23,Tottenham,H,6,1,W,3,59,29,54,25,314,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,32,2023-04-27,Everton,A,4,1,W,3,62,32,58,26,322,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,33,2023-04-30,Southampton,H,3,1,W,3,65,34,61,27,331,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,34,2023-05-07,Arsenal,H,0,2,L,0,65,32,61,29,343,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,35,2023-05-13,Leeds,A,2,2,D,1,66,32,63,31,348,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,36,2023-05-18,Brighton,H,4,1,W,3,69,35,67,32,358,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,37,2023-05-22,Leicester,H,0,0,D,1,70,35,67,32,368,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Newcastle,38,2023-05-28,Chelsea,A,1,1,D,1,71,35,68,33,374,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,1,2022-08-06,Newcastle,A,0,2,L,0,0,-2,0,2,5,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,2,2022-08-14,West Ham,H,1,0,W,3,3,-1,1,2,18,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,3,2022-08-20,Everton,A,1,1,D,1,4,-1,2,3,23,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,4,2022-08-28,Tottenham,H,0,2,L,0,4,-3,2,5,40,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,5,2022-08-31,Man City,A,0,6,L,0,4,-9,2,11,47,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,6,2022-09-03,Bournemouth,H,2,3,L,0,4,-10,4,14,55,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,7,2022-09-16,Fulham,H,2,3,L,0,4,-11,6,17,62,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,8,2022-10-03,Leicester,A,0,4,L,0,4,-15,6,21,77,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,9,2022-10-10,Aston Villa,H,1,1,D,1,5,-15,7,22,87,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,10,2022-10-15,Wolves,A,0,1,L,0,5,-16,7,23,91,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,11,2022-10-18,Brighton,A,0,0,D,1,6,-16,7,23,98,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,12,2022-10-22,Liverpool,H,1,0,W,3,9,-15,8,23,107,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,13,2022-10-30,Arsenal,A,0,5,L,0,9,-20,8,28,125,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,14,2022-11-05,Brentford,H,2,2,D,1,10,-20,10,30,129,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,15,2022-11-12,Crystal Palace,H,1,0,W,3,13,-19,11,30,140,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,16,2022-12-27,Man United,A,0,3,L,0,13,-22,11,33,155,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,17,2023-01-01,Chelsea,H,1,1,D,1,14,-22,12,34,166,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,18,2023-01-04,Southampton,A,1,0,W,3,17,-21,13,34,172,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,19,2023-01-14,Leicester,H,2,0,W,3,20,-19,15,34,182,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,20,2023-01-21,Bournemouth,A,1,1,D,1,21,-19,16,35,191,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,21,2023-02-05,Leeds,H,1,0,W,3,24,-18,17,35,208,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,22,2023-02-11,Fulham,A,0,2,L,0,24,-20,17,37,214,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,23,2023-02-18,Man City,H,1,1,D,1,25,-20,18,38,227,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,24,2023-02-25,West Ham,A,0,4,L,0,25,-24,18,42,236,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,25,2023-03-05,Everton,H,2,2,D,1,26,-24,20,44,249,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,26,2023-03-11,Tottenham,A,1,3,L,0,26,-26,21,47,256,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,27,2023-03-17,Newcastle,H,1,2,L,0,26,-27,22,49,264,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,28,2023-04-01,Wolves,H,1,1,D,1,27,-27,23,50,276,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,29,2023-04-04,Leeds,A,1,2,L,0,27,-28,24,52,282,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,30,2023-04-08,Aston Villa,A,0,2,L,0,27,-30,24,54,288,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,31,2023-04-16,Man United,H,0,2,L,0,27,-32,24,56,305,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
2022-23,Nott'm Forest,32,2023-04-22,Liverpool,A,2,3,L,0,27,-33,26,59,312,https://www.football-data.co.uk/mmz4281/2223/E0.csv,2026-05-25
