season,team,match_number,date,opponent,venue,goals_for,goals_against,result,points,cumulative_points,goal_difference,goals_for_total,goals_against_total,match_id,source_url,downloaded_at
2021-22,Man City,25,2022-02-12,Norwich,A,4,0,W,3,63,47,61,14,229,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,26,2022-02-19,Tottenham,H,2,3,L,0,63,46,63,17,242,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,27,2022-02-26,Everton,A,1,0,W,3,66,47,64,17,255,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,28,2022-03-06,Man United,H,4,1,W,3,69,50,68,18,266,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,29,2022-03-14,Crystal Palace,A,0,0,D,1,70,50,68,18,281,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,30,2022-04-02,Burnley,A,2,0,W,3,73,52,70,18,291,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,31,2022-04-10,Liverpool,H,2,2,D,1,74,52,72,20,309,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,32,2022-04-20,Brighton,H,3,0,W,3,77,55,75,20,320,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,33,2022-04-23,Watford,H,5,1,W,3,80,59,80,21,324,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,34,2022-04-30,Leeds,A,4,0,W,3,83,63,84,21,338,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,35,2022-05-08,Newcastle,H,5,0,W,3,86,68,89,21,352,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,36,2022-05-11,Wolves,A,5,1,W,3,89,72,94,22,357,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,37,2022-05-15,West Ham,A,2,2,D,1,90,72,96,24,363,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man City,38,2022-05-22,Aston Villa,H,3,2,W,3,93,73,99,26,379,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,1,2021-08-14,Leeds,H,5,1,W,3,3,4,5,1,2,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,2,2021-08-22,Southampton,A,1,1,D,1,4,4,6,2,17,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,3,2021-08-29,Wolves,A,1,0,W,3,7,5,7,2,30,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,4,2021-09-11,Newcastle,H,4,1,W,3,10,8,11,3,35,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,5,2021-09-19,West Ham,A,2,1,W,3,13,9,13,4,49,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,6,2021-09-25,Aston Villa,H,0,1,L,0,13,8,13,5,52,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,7,2021-10-02,Everton,H,1,1,D,1,14,8,14,6,61,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,8,2021-10-16,Leicester,A,2,4,L,0,14,6,16,10,73,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,9,2021-10-24,Liverpool,H,0,5,L,0,14,1,16,15,90,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,10,2021-10-30,Tottenham,A,3,0,W,3,17,4,19,15,97,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,11,2021-11-06,Man City,H,0,2,L,0,17,2,19,17,102,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,12,2021-11-20,Watford,A,1,4,L,0,17,-1,20,21,116,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,13,2021-11-28,Chelsea,A,1,1,D,1,18,-1,21,22,129,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,14,2021-12-02,Arsenal,H,3,2,W,3,21,0,24,24,139,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,15,2021-12-05,Crystal Palace,H,1,0,W,3,24,1,25,24,146,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,16,2021-12-11,Norwich,A,1,0,W,3,27,2,26,24,155,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,17,2021-12-27,Newcastle,A,1,1,D,1,28,2,27,25,176,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,18,2021-12-30,Burnley,H,3,1,W,3,31,4,30,26,183,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,19,2022-01-03,Wolves,H,0,1,L,0,31,3,30,27,191,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,20,2022-01-15,Aston Villa,A,2,2,D,1,32,3,32,29,199,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,21,2022-01-19,Brentford,A,3,1,W,3,35,5,35,30,204,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,22,2022-01-22,West Ham,H,1,0,W,3,38,6,36,30,209,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,23,2022-02-08,Burnley,A,1,1,D,1,39,6,37,31,218,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,24,2022-02-12,Southampton,H,1,1,D,1,40,6,38,32,225,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,25,2022-02-15,Brighton,H,2,0,W,3,43,8,40,32,234,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,26,2022-02-20,Leeds,A,4,2,W,3,46,10,44,34,243,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,27,2022-02-26,Watford,H,0,0,D,1,47,10,44,34,253,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,28,2022-03-06,Man City,A,1,4,L,0,47,7,45,38,266,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,29,2022-03-12,Tottenham,H,3,2,W,3,50,8,48,40,274,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,30,2022-04-02,Leicester,H,1,1,D,1,51,8,49,41,295,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,31,2022-04-09,Everton,A,0,1,L,0,51,7,49,42,301,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,32,2022-04-16,Norwich,H,3,2,W,3,54,8,52,44,311,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,33,2022-04-19,Liverpool,A,0,4,L,0,54,4,52,48,316,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,34,2022-04-23,Arsenal,A,1,3,L,0,54,2,53,51,322,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,35,2022-04-28,Chelsea,H,1,1,D,1,55,2,54,52,332,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,36,2022-05-02,Brentford,H,3,0,W,3,58,5,57,52,342,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,37,2022-05-07,Brighton,A,0,4,L,0,58,1,57,56,347,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Man United,38,2022-05-22,Crystal Palace,A,0,1,L,0,58,0,57,57,376,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,1,2021-08-15,West Ham,H,2,4,L,0,0,-2,2,4,9,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,2,2021-08-21,Aston Villa,A,0,2,L,0,0,-4,2,6,12,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,3,2021-08-28,Southampton,H,2,2,D,1,1,-4,4,8,24,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,4,2021-09-11,Man United,A,1,4,L,0,1,-7,5,12,35,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,5,2021-09-17,Leeds,H,1,1,D,1,2,-7,6,13,41,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,6,2021-09-25,Watford,A,1,1,D,1,3,-7,7,14,56,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,7,2021-10-02,Wolves,A,1,2,L,0,3,-8,8,16,65,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,8,2021-10-17,Tottenham,H,2,3,L,0,3,-9,10,19,79,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,9,2021-10-23,Crystal Palace,A,1,1,D,1,4,-9,11,20,83,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,10,2021-10-30,Chelsea,H,0,3,L,0,4,-12,11,23,95,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,11,2021-11-06,Brighton,A,1,1,D,1,5,-12,12,24,106,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,12,2021-11-20,Brentford,H,3,3,D,1,6,-12,15,27,114,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,13,2021-11-27,Arsenal,A,0,2,L,0,6,-14,15,29,121,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,14,2021-11-30,Norwich,H,1,1,D,1,7,-14,16,30,130,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,15,2021-12-04,Burnley,H,1,0,W,3,10,-13,17,30,141,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,16,2021-12-12,Leicester,A,0,4,L,0,10,-17,17,34,157,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,17,2021-12-16,Liverpool,A,1,3,L,0,10,-19,18,37,165,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,18,2021-12-19,Man City,H,0,4,L,0,10,-23,18,41,167,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,19,2021-12-27,Man United,H,1,1,D,1,11,-23,19,42,176,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,20,2022-01-15,Watford,H,1,1,D,1,12,-23,20,43,196,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,21,2022-01-22,Leeds,A,1,0,W,3,15,-22,21,43,208,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,22,2022-02-08,Everton,H,3,1,W,3,18,-20,24,44,216,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,23,2022-02-13,Aston Villa,H,1,0,W,3,21,-19,25,44,231,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,24,2022-02-19,West Ham,A,1,1,D,1,22,-19,26,45,235,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,25,2022-02-26,Brentford,A,2,0,W,3,25,-17,28,45,251,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,26,2022-03-05,Brighton,H,2,1,W,3,28,-16,30,46,261,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,27,2022-03-10,Southampton,A,2,1,W,3,31,-15,32,47,269,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,28,2022-03-13,Chelsea,A,0,1,L,0,31,-16,32,48,275,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,29,2022-03-17,Everton,A,0,1,L,0,31,-17,32,49,284,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,30,2022-04-03,Tottenham,A,1,5,L,0,31,-21,33,54,297,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,31,2022-04-08,Wolves,H,1,0,W,3,34,-20,34,54,300,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,32,2022-04-17,Leicester,H,2,1,W,3,37,-19,36,55,314,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,33,2022-04-20,Crystal Palace,H,1,0,W,3,40,-18,37,55,319,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,34,2022-04-23,Norwich,A,3,0,W,3,43,-15,40,55,325,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,35,2022-04-30,Liverpool,H,0,1,L,0,43,-16,40,56,333,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,36,2022-05-08,Man City,A,0,5,L,0,43,-21,40,61,352,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,37,2022-05-16,Arsenal,H,2,0,W,3,46,-19,42,61,366,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Newcastle,38,2022-05-22,Burnley,A,2,1,W,3,49,-18,44,62,374,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,1,2021-08-14,Liverpool,H,0,3,L,0,0,-3,0,3,8,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,2,2021-08-21,Man City,A,0,5,L,0,0,-8,0,8,15,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,3,2021-08-28,Leicester,H,1,2,L,0,0,-9,1,10,25,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,4,2021-09-11,Arsenal,A,0,1,L,0,0,-10,1,11,32,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,5,2021-09-18,Watford,H,1,3,L,0,0,-12,2,14,46,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,6,2021-09-25,Everton,A,0,2,L,0,0,-14,2,16,53,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,7,2021-10-02,Burnley,A,0,0,D,1,1,-14,2,16,62,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,8,2021-10-16,Brighton,H,0,0,D,1,2,-14,2,16,75,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,9,2021-10-23,Chelsea,A,0,7,L,0,2,-21,2,23,82,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,10,2021-10-31,Leeds,H,1,2,L,0,2,-22,3,25,98,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,11,2021-11-06,Brentford,A,2,1,W,3,5,-21,5,26,103,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,12,2021-11-20,Southampton,H,2,1,W,3,8,-20,7,27,115,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,13,2021-11-27,Wolves,H,0,0,D,1,9,-20,7,27,124,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,14,2021-11-30,Newcastle,A,1,1,D,1,10,-20,8,28,130,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,15,2021-12-05,Tottenham,A,0,3,L,0,10,-23,8,31,147,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,16,2021-12-11,Man United,H,0,1,L,0,10,-24,8,32,155,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,17,2021-12-14,Aston Villa,H,0,2,L,0,10,-26,8,34,159,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,18,2021-12-26,Arsenal,H,0,5,L,0,10,-31,8,39,171,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,19,2021-12-28,Crystal Palace,A,0,3,L,0,10,-34,8,42,177,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,20,2022-01-12,West Ham,A,0,2,L,0,10,-36,8,44,193,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,21,2022-01-15,Everton,H,2,1,W,3,13,-35,10,45,197,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,22,2022-01-21,Watford,A,3,0,W,3,16,-32,13,45,205,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,23,2022-02-09,Crystal Palace,H,1,1,D,1,17,-32,14,46,220,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,24,2022-02-12,Man City,H,0,4,L,0,17,-36,14,50,229,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,25,2022-02-19,Liverpool,A,1,3,L,0,17,-38,15,53,240,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,26,2022-02-25,Southampton,A,0,2,L,0,17,-40,15,55,249,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,27,2022-03-05,Brentford,H,1,3,L,0,17,-42,16,58,262,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,28,2022-03-10,Chelsea,H,1,3,L,0,17,-44,17,61,268,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,29,2022-03-13,Leeds,A,1,2,L,0,17,-45,18,63,277,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,30,2022-04-02,Brighton,A,0,0,D,1,18,-45,18,63,290,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,31,2022-04-10,Burnley,H,2,0,W,3,21,-43,20,63,308,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,32,2022-04-16,Man United,A,2,3,L,0,21,-44,22,66,311,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,33,2022-04-23,Newcastle,H,0,3,L,0,21,-47,22,69,325,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,34,2022-04-30,Aston Villa,A,0,2,L,0,21,-49,22,71,334,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,35,2022-05-08,West Ham,H,0,4,L,0,21,-53,22,75,351,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,36,2022-05-11,Leicester,A,0,3,L,0,21,-56,22,78,355,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,37,2022-05-15,Wolves,A,1,1,D,1,22,-56,23,79,364,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Norwich,38,2022-05-22,Tottenham,H,0,5,L,0,22,-61,23,84,380,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,1,2021-08-14,Everton,A,1,3,L,0,0,-2,1,3,5,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,2,2021-08-22,Man United,H,1,1,D,1,1,-2,2,4,17,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,3,2021-08-28,Newcastle,A,2,2,D,1,2,-2,4,6,24,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,4,2021-09-11,West Ham,H,0,0,D,1,3,-2,4,6,36,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,5,2021-09-18,Man City,A,0,0,D,1,4,-2,4,6,45,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,6,2021-09-26,Wolves,H,0,1,L,0,4,-3,4,7,58,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,7,2021-10-02,Chelsea,A,1,3,L,0,4,-5,5,10,63,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,8,2021-10-16,Leeds,H,1,0,W,3,7,-4,6,10,76,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,9,2021-10-23,Burnley,H,2,2,D,1,8,-4,8,12,86,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,10,2021-10-30,Watford,A,1,0,W,3,11,-3,9,12,96,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,11,2021-11-05,Aston Villa,H,1,0,W,3,14,-2,10,12,101,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,12,2021-11-20,Norwich,A,1,2,L,0,14,-3,11,14,115,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,13,2021-11-27,Liverpool,A,0,4,L,0,14,-7,11,18,123,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,14,2021-12-01,Leicester,H,2,2,D,1,15,-7,13,20,132,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,15,2021-12-04,Brighton,H,1,1,D,1,16,-7,14,21,142,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,16,2021-12-11,Arsenal,A,0,3,L,0,16,-10,14,24,152,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,17,2021-12-15,Crystal Palace,A,2,2,D,1,17,-10,16,26,162,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,18,2021-12-26,West Ham,A,3,2,W,3,20,-9,19,28,173,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,19,2021-12-28,Tottenham,H,1,1,D,1,21,-9,20,29,178,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,20,2022-01-11,Brentford,H,4,1,W,3,24,-6,24,30,192,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,21,2022-01-15,Wolves,A,1,3,L,0,24,-8,25,33,198,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,22,2022-01-22,Man City,H,1,1,D,1,25,-8,26,34,210,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,23,2022-02-09,Tottenham,A,3,2,W,3,28,-7,29,36,221,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,24,2022-02-12,Man United,A,1,1,D,1,29,-7,30,37,225,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,25,2022-02-19,Everton,H,2,0,W,3,32,-5,32,37,241,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,26,2022-02-25,Norwich,H,2,0,W,3,35,-3,34,37,249,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,27,2022-03-05,Aston Villa,A,0,4,L,0,35,-7,34,41,259,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,28,2022-03-10,Newcastle,H,1,2,L,0,35,-8,35,43,269,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,29,2022-03-13,Watford,H,1,2,L,0,35,-9,36,45,278,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,30,2022-04-02,Leeds,A,1,1,D,1,36,-9,37,46,293,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,31,2022-04-09,Chelsea,H,0,6,L,0,36,-15,37,52,303,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,32,2022-04-16,Arsenal,H,1,0,W,3,39,-14,38,52,312,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,33,2022-04-21,Burnley,A,0,2,L,0,39,-16,38,54,321,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,34,2022-04-24,Brighton,A,2,2,D,1,40,-16,40,56,327,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,35,2022-04-30,Crystal Palace,H,1,2,L,0,40,-17,41,58,335,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,36,2022-05-07,Brentford,A,0,3,L,0,40,-20,41,61,343,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,37,2022-05-17,Liverpool,H,1,2,L,0,40,-21,42,63,367,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Southampton,38,2022-05-22,Leicester,A,1,4,L,0,40,-24,43,67,377,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Tottenham,1,2021-08-15,Man City,H,1,0,W,3,3,1,1,0,10,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Tottenham,2,2021-08-22,Wolves,A,1,0,W,3,6,2,2,0,18,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Tottenham,3,2021-08-29,Watford,H,1,0,W,3,9,3,3,0,29,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Tottenham,4,2021-09-11,Crystal Palace,A,0,3,L,0,9,0,3,3,31,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Tottenham,5,2021-09-19,Chelsea,H,0,3,L,0,9,-3,3,6,50,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Tottenham,6,2021-09-26,Arsenal,A,1,3,L,0,9,-5,4,9,59,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Tottenham,7,2021-10-03,Aston Villa,H,2,1,W,3,12,-4,6,10,68,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
2021-22,Tottenham,8,2021-10-17,Newcastle,A,3,2,W,3,15,-3,9,12,79,https://www.football-data.co.uk/mmz4281/2122/E0.csv,2026-05-25
